channel,rise_fall,sharp_flat,fingering/chord,lyrics,ipad_color(105),ipad_rows,ipad_col(107),length(109),height(110),flip_view,Bar No(40),Beats per Bar(40),tempo (40),Z-level,Content
51,,,,,,304,8186,120,8,,150,150,150,1,
51,,,,,,295,8186,120,8,,125,125,125,1,
51,,,,,,331,8308,60,8,,225,225,225,1,
51,,,,,,322,8308,60,8,,200,200,200,1,
51,,,,,,313,8308,60,8,,175,175,175,1,
51,,,,,,304,8308,60,8,,150,150,150,1,
51,,,,,,295,8308,60,8,,125,125,125,1,
51,,,,,,331,8368,55,8,,225,225,225,1,
51,,,,,,322,8368,55,8,,200,200,200,1,
51,,,,,,313,8368,55,8,,175,175,175,1,
51,,,,,,304,8368,55,8,,150,150,150,1,
51,,,,,,295,8368,55,8,,125,125,125,1,
11,,,,,,51,8428,2,1386,,0,0,0,1,
13,,,,,,200,8549,3,1236,,0,0,255,1,
12,,,,,,200,8671,1,1236,,0,0,255,1,
12,,,,,,200,8674,1,1236,,0,0,255,1,
13,,,,,,200,8794,3,1236,,0,0,255,1,
11,,,,,,51,8916,3,1386,,0,0,0,1,
42,,,,,,,8428,491,,1,18,4,,1,
41,151,231,,,,191,8432,120,40,,18,1,58,1,0.258620689655172
41,151,231,,,,191,8554,120,40,,18,2,58,1,0.258620689655172
41,151,231,,,,191,8677,120,40,,18,3,58,1,0.258620689655172
41,151,231,,,,191,8799,120,40,,18,4,58,1,0.258620689655172
31,,,,,,51,8432,482,50,,255,255,255,1,18 of 71
32,,,,,,101,8432,482,50,,255,255,255,1,4 / 4
33,,,,,,151,8432,482,50,,250,250,100,1,D
39,,,,,,1,8432,1000,50,,255,255,255,1, Song Title 
51,,,,,,331,8432,237,8,,225,225,225,1,
51,,,,,,322,8432,237,8,,200,200,200,1,
51,,,,,,313,8432,237,8,,175,175,175,1,
51,,,,,,304,8432,237,8,,150,150,150,1,
51,,,,,,295,8432,237,8,,125,125,125,1,
51,,,,,,286,8432,237,8,,100,100,100,1,
51,,,,,,331,8677,120,8,,225,225,225,1,
51,,,,,,322,8677,120,8,,200,200,200,1,
51,,,,,,313,8677,120,8,,175,175,175,1,
51,,,,,,304,8677,120,8,,150,150,150,1,
51,,,,,,295,8677,120,8,,125,125,125,1,
51,,,,,,286,8677,120,8,,100,100,100,1,
51,,,,,,331,8799,115,8,,225,225,225,1,
51,,,,,,322,8799,115,8,,200,200,200,1,
51,,,,,,313,8799,115,8,,175,175,175,1,
51,,,,,,304,8799,115,8,,150,150,150,1,
51,,,,,,295,8799,115,8,,125,125,125,1,
51,,,,,,286,8799,115,8,,100,100,100,1,
11,,,,,,51,8919,2,1386,,0,0,0,1,
13,,,,,,200,9040,3,1236,,0,0,255,1,
12,,,,,,200,9162,1,1236,,0,0,255,1,
12,,,,,,200,9165,1,1236,,0,0,255,1,
13,,,,,,200,9285,3,1236,,0,0,255,1,
11,,,,,,51,9407,3,1386,,0,0,0,1,
42,,,,,,,8919,491,,,19,4,,1,
41,151,231,,,,191,8923,120,40,,19,1,58,1,0.258620689655172
41,151,231,,,,191,9045,120,40,,19,2,58,1,0.258620689655172
41,151,231,,,,191,9168,120,40,,19,3,58,1,0.258620689655172
41,151,231,,,,191,9290,120,40,,19,4,58,1,0.258620689655172
31,,,,,,51,8923,482,50,,255,255,255,1,19 of 71
32,,,,,,101,8923,482,50,,255,255,255,1,4 / 4
33,,,,,,151,8923,482,50,,250,250,100,1,D
39,,,,,,1,8923,1000,50,,255,255,255,1, Song Title 
51,,,,,,331,8923,115,8,,225,225,225,1,
51,,,,,,322,8923,115,8,,200,200,200,1,
51,,,,,,313,8923,115,8,,175,175,175,1,
51,,,,,,304,8923,115,8,,150,150,150,1,
51,,,,,,295,8923,115,8,,125,125,125,1,
51,,,,,,286,8923,115,8,,100,100,100,1,
51,,,,,,331,9045,120,8,,225,225,225,1,
51,,,,,,322,9045,120,8,,200,200,200,1,
51,,,,,,313,9045,120,8,,175,175,175,1,
51,,,,,,304,9045,120,8,,150,150,150,1,
51,,,,,,295,9045,120,8,,125,125,125,1,
51,,,,,,286,9045,120,8,,100,100,100,1,
51,,,,,,331,9168,115,8,,225,225,225,1,
51,,,,,,322,9168,115,8,,200,200,200,1,
51,,,,,,313,9168,115,8,,175,175,175,1,
51,,,,,,304,9168,115,8,,150,150,150,1,
51,,,,,,295,9168,115,8,,125,125,125,1,
51,,,,,,286,9168,115,8,,100,100,100,1,
51,,,,,,331,9290,115,8,,225,225,225,1,
51,,,,,,322,9290,115,8,,200,200,200,1,
51,,,,,,313,9290,115,8,,175,175,175,1,
51,,,,,,304,9290,115,8,,150,150,150,1,
51,,,,,,295,9290,115,8,,125,125,125,1,
51,,,,,,286,9290,115,8,,100,100,100,1,
11,,,,,,51,9410,2,1386,,0,0,0,1,
13,,,,,,200,9531,3,1236,,0,0,255,1,
12,,,,,,200,9653,1,1236,,0,0,255,1,
12,,,,,,200,9656,1,1236,,0,0,255,1,
13,,,,,,200,9776,3,1236,,0,0,255,1,
11,,,,,,51,9898,3,1386,,0,0,0,1,
42,,,,,,,9410,491,,,20,4,,1,
41,151,231,,,,191,9414,120,40,,20,1,40,1,0.375
41,151,231,,,,191,9536,120,40,,20,2,40,1,0.375
41,151,231,,,,191,9659,120,40,,20,3,40,1,0.375
41,151,231,,,,191,9781,120,40,,20,4,40,1,0.375
31,,,,,,51,9414,482,50,,255,255,255,1,20 of 71
32,,,,,,101,9414,482,50,,255,255,255,1,4 / 4
33,,,,,,151,9414,482,50,,250,250,100,1,D
39,,,,,,1,9414,1000,50,,255,255,255,1, Song Title 
51,,,,,,331,9414,237,8,,225,225,225,1,
51,,,,,,322,9414,237,8,,200,200,200,1,
51,,,,,,313,9414,237,8,,175,175,175,1,
51,,,,,,304,9414,237,8,,150,150,150,1,
51,,,,,,295,9414,237,8,,125,125,125,1,
51,,,,,,286,9414,237,8,,100,100,100,1,
51,,,,,,331,9659,237,8,,225,225,225,1,
51,,,,,,322,9659,237,8,,200,200,200,1,
51,,,,,,313,9659,237,8,,175,175,175,1,
51,,,,,,304,9659,237,8,,150,150,150,1,
51,,,,,,295,9659,237,8,,125,125,125,1,
51,,,,,,286,9659,237,8,,100,100,100,1,
11,,,,,,51,9901,2,1386,,0,0,0,1,
13,,,,,,200,10022,3,1236,,0,0,255,1,
12,,,,,,200,10144,1,1236,,0,0,255,1,
12,,,,,,200,10147,1,1236,,0,0,255,1,
13,,,,,,200,10267,3,1236,,0,0,255,1,
11,,,,,,51,10389,3,1386,,0,0,0,1,
42,,,,,,,9901,491,,1,21,4,,1,
41,151,231,,,,191,9905,120,40,,21,1,58,1,0.258620689655172
41,151,231,,,,191,10027,120,40,,21,2,58,1,0.258620689655172
41,151,231,,,,191,10150,120,40,,21,3,58,1,0.258620689655172
41,151,231,,,,191,10272,120,40,,21,4,58,1,0.258620689655172
31,,,,,,51,9905,482,50,,255,255,255,1,21 of 71
32,,,,,,101,9905,482,50,,255,255,255,1,4 / 4
33,,,,,,151,9905,482,50,,250,250,100,1,D
39,,,,,,1,9905,1000,50,,255,255,255,1, Song Title 
51,,,,,,331,9905,482,8,,225,225,225,1,
51,,,,,,322,9905,482,8,,200,200,200,1,
51,,,,,,313,9905,482,8,,175,175,175,1,
51,,,,,,304,9905,482,8,,150,150,150,1,
51,,,,,,295,9905,482,8,,125,125,125,1,
51,,,,,,286,9905,482,8,,100,100,100,1,
11,,,,,,51,10392,2,1386,,0,0,0,1,
13,,,,,,200,10513,3,1236,,0,0,255,1,
12,,,,,,200,10635,1,1236,,0,0,255,1,
12,,,,,,200,10638,1,1236,,0,0,255,1,
13,,,,,,200,10758,3,1236,,0,0,255,1,
11,,,,,,51,10880,3,1386,,0,0,0,1,
42,,,,,,,10392,491,,,22,4,,1,
41,151,231,,,,191,10396,120,40,,22,1,76,1,0.197368421052632
41,151,231,,,,191,10518,120,40,,22,2,76,1,0.197368421052632
41,151,231,,,,191,10641,120,40,,22,3,76,1,0.197368421052632
41,151,231,,,,191,10763,120,40,,22,4,76,1,0.197368421052632
31,,,,,,51,10396,482,50,,255,255,255,1,22 of 71
32,,,,,,101,10396,482,50,,255,255,255,1,4 / 4
33,,,,,,151,10396,482,50,,250,250,200,1,Em
39,,,,,,1,10396,1000,50,,255,255,255,1, Song Title 
51,,,,,,331,10396,300,8,,225,225,225,1,
51,,,,,,322,10396,300,8,,200,200,200,1,
51,,,,,,313,10396,300,8,,175,175,175,1,
51,,,,,,304,10396,300,8,,150,150,150,1,
51,,,,,,295,10396,300,8,,125,125,125,1,
51,,,,,,286,10396,300,8,,100,100,100,1,
51,,,,,,331,10701,60,8,,225,225,225,1,
51,,,,,,322,10701,60,8,,200,200,200,1,
51,,,,,,313,10701,60,8,,175,175,175,1,
51,,,,,,304,10701,60,8,,150,150,150,1,
51,,,,,,295,10701,60,8,,125,125,125,1,
51,,,,,,286,10701,60,8,,100,100,100,1,
51,,,,,,331,10763,60,8,,225,225,225,1,
51,,,,,,322,10763,60,8,,200,200,200,1,
51,,,,,,313,10763,60,8,,175,175,175,1,
51,,,,,,304,10763,60,8,,150,150,150,1,
51,,,,,,295,10763,60,8,,125,125,125,1,
51,,,,,,286,10763,60,8,,100,100,100,1,
51,,,,,,331,10823,55,8,,225,225,225,1,
51,,,,,,322,10823,55,8,,200,200,200,1,
51,,,,,,313,10823,55,8,,175,175,175,1,
51,,,,,,304,10823,55,8,,150,150,150,1,
51,,,,,,295,10823,55,8,,125,125,125,1,
51,,,,,,286,10823,55,8,,100,100,100,1,
11,,,,,,51,10883,2,1386,,0,0,0,1,
13,,,,,,200,11004,3,1236,,0,0,255,1,
12,,,,,,200,11126,1,1236,,0,0,255,1,
12,,,,,,200,11129,1,1236,,0,0,255,1,
13,,,,,,200,11249,3,1236,,0,0,255,1,
11,,,,,,51,11371,3,1386,,0,0,0,1,
42,,,,,,,10883,491,,,23,4,,1,
41,151,231,,,,191,10887,120,40,,23,1,76,1,0.197368421052632
41,151,231,,,,191,11009,120,40,,23,2,76,1,0.197368421052632
41,151,231,,,,191,11132,120,40,,23,3,76,1,0.197368421052632
41,151,231,,,,191,11254,120,40,,23,4,76,1,0.197368421052632
31,,,,,,51,10887,482,50,,255,255,255,1,23 of 71
32,,,,,,101,10887,482,50,,255,255,255,1,4 / 4
33,,,,,,151,10887,482,50,,250,250,200,1,Em
39,,,,,,1,10887,1000,50,,255,255,255,1, Song Title 
51,,,,,,331,10887,115,8,,225,225,225,1,
51,,,,,,322,10887,115,8,,200,200,200,1,
51,,,,,,313,10887,115,8,,175,175,175,1,
51,,,,,,304,10887,115,8,,150,150,150,1,
51,,,,,,295,10887,115,8,,125,125,125,1,
51,,,,,,286,10887,115,8,,100,100,100,1,
51,,,,,,331,11009,238,8,,225,225,225,1,
51,,,,,,322,11009,238,8,,200,200,200,1,
51,,,,,,313,11009,238,8,,175,175,175,1,
51,,,,,,304,11009,238,8,,150,150,150,1,
51,,,,,,295,11009,238,8,,125,125,125,1,
51,,,,,,286,11009,238,8,,100,100,100,1,
51,,,,,,331,11254,35,8,,225,225,225,1,
51,,,,,,322,11254,35,8,,200,200,200,1,
51,,,,,,313,11254,35,8,,175,175,175,1,
51,,,,,,304,11254,35,8,,150,150,150,1,
51,,,,,,295,11254,35,8,,125,125,125,1,
51,,,,,,286,11254,35,8,,100,100,100,1,
51,,,,,,331,11294,40,8,,225,225,225,1,
51,,,,,,322,11294,40,8,,200,200,200,1,
51,,,,,,313,11294,40,8,,175,175,175,1,
51,,,,,,304,11294,40,8,,150,150,150,1,
51,,,,,,295,11294,40,8,,125,125,125,1,
51,,,,,,286,11294,40,8,,100,100,100,1,
51,,,,,,331,11334,35,8,,225,225,225,1,
51,,,,,,322,11334,35,8,,200,200,200,1,
51,,,,,,313,11334,35,8,,175,175,175,1,
51,,,,,,304,11334,35,8,,150,150,150,1,
51,,,,,,295,11334,35,8,,125,125,125,1,
51,,,,,,286,11334,35,8,,100,100,100,1,
11,,,,,,51,11374,2,1386,,0,0,0,1,
13,,,,,,200,11495,3,1236,,0,0,255,1,
12,,,,,,200,11617,1,1236,,0,0,255,1,
12,,,,,,200,11620,1,1236,,0,0,255,1,
13,,,,,,200,11740,3,1236,,0,0,255,1,
11,,,,,,51,11862,3,1386,,0,0,0,1,
42,,,,,,,11374,491,,1,24,4,,1,
41,151,231,,,,191,11378,120,40,,24,1,76,1,0.197368421052632
41,151,231,,,,191,11500,120,40,,24,2,76,1,0.197368421052632
41,151,231,,,,191,11623,120,40,,24,3,76,1,0.197368421052632
41,151,231,,,,191,11745,120,40,,24,4,76,1,0.197368421052632
31,,,,,,51,11378,482,50,,255,255,255,1,24 of 71
32,,,,,,101,11378,482,50,,255,255,255,1,4 / 4
33,,,,,,151,11378,482,50,,250,250,200,1,Em
39,,,,,,1,11378,1000,50,,255,255,255,1, Song Title 
51,,,,,,331,11378,300,8,,225,225,225,1,
51,,,,,,322,11378,300,8,,200,200,200,1,
51,,,,,,313,11378,300,8,,175,175,175,1,
51,,,,,,304,11378,300,8,,150,150,150,1,
51,,,,,,295,11378,300,8,,125,125,125,1,
51,,,,,,286,11378,300,8,,100,100,100,1,
51,,,,,,277,11378,300,8,,75,75,75,1,
51,,,,,,331,11683,60,8,,225,225,225,1,
51,,,,,,322,11683,60,8,,200,200,200,1,
51,,,,,,313,11683,60,8,,175,175,175,1,
51,,,,,,304,11683,60,8,,150,150,150,1,
51,,,,,,295,11683,60,8,,125,125,125,1,
51,,,,,,286,11683,60,8,,100,100,100,1,
51,,,,,,277,11683,60,8,,75,75,75,1,
51,,,,,,331,11745,60,8,,225,225,225,1,
51,,,,,,322,11745,60,8,,200,200,200,1,
51,,,,,,313,11745,60,8,,175,175,175,1,
51,,,,,,304,11745,60,8,,150,150,150,1,
51,,,,,,295,11745,60,8,,125,125,125,1,
51,,,,,,286,11745,60,8,,100,100,100,1,
51,,,,,,277,11745,60,8,,75,75,75,1,
71,,,,,,651,11781,18,8,,17,17,255,3,
51,,,,,,331,11805,55,8,,225,225,225,1,
51,,,,,,322,11805,55,8,,200,200,200,1,
51,,,,,,313,11805,55,8,,175,175,175,1,
51,,,,,,304,11805,55,8,,150,150,150,1,
51,,,,,,295,11805,55,8,,125,125,125,1,
51,,,,,,286,11805,55,8,,100,100,100,1,
51,,,,,,277,11805,55,8,,75,75,75,1,
11,,,,,,51,11865,2,1386,,0,0,0,1,
13,,,,,,200,11986,3,1236,,0,0,255,1,
12,,,,,,200,12108,1,1236,,0,0,255,1,
12,,,,,,200,12111,1,1236,,0,0,255,1,
13,,,,,,200,12231,3,1236,,0,0,255,1,
11,,,,,,51,12353,3,1386,,0,0,0,1,
42,,,,,,,11865,491,,,25,4,,1,
41,151,231,,,,191,11869,120,40,,25,1,76,1,0.197368421052632
41,151,231,,,,191,11991,120,40,,25,2,76,1,0.197368421052632
41,151,231,,,,191,12114,120,40,,25,3,76,1,0.197368421052632
41,151,231,,,,191,12236,120,40,,25,4,76,1,0.197368421052632
31,,,,,,51,11869,482,50,,255,255,255,1,25 of 71
32,,,,,,101,11869,482,50,,255,255,255,1,4 / 4
33,,,,,,151,11869,482,50,,250,250,200,1,Em
39,,,,,,1,11869,1000,50,,255,255,255,1, Song Title 
51,,,,,,331,11869,115,8,,225,225,225,1,
51,,,,,,322,11869,115,8,,200,200,200,1,
51,,,,,,313,11869,115,8,,175,175,175,1,
51,,,,,,304,11869,115,8,,150,150,150,1,
51,,,,,,295,11869,115,8,,125,125,125,1,
51,,,,,,331,11991,238,8,,225,225,225,1,
51,,,,,,322,11991,238,8,,200,200,200,1,
51,,,,,,313,11991,238,8,,175,175,175,1,
51,,,,,,304,11991,238,8,,150,150,150,1,
51,,,,,,295,11991,238,8,,125,125,125,1,
51,,,,,,331,12236,35,8,,225,225,225,1,
51,,,,,,322,12236,35,8,,200,200,200,1,
51,,,,,,313,12236,35,8,,175,175,175,1,
51,,,,,,304,12236,35,8,,150,150,150,1,
51,,,,,,295,12236,35,8,,125,125,125,1,
51,,,,,,331,12276,40,8,,225,225,225,1,
51,,,,,,322,12276,40,8,,200,200,200,1,
51,,,,,,313,12276,40,8,,175,175,175,1,
51,,,,,,304,12276,40,8,,150,150,150,1,
51,,,,,,295,12276,40,8,,125,125,125,1,
51,,,,,,331,12316,35,8,,225,225,225,1,
51,,,,,,322,12316,35,8,,200,200,200,1,
51,,,,,,313,12316,35,8,,175,175,175,1,
51,,,,,,304,12316,35,8,,150,150,150,1,
51,,,,,,295,12316,35,8,,125,125,125,1,
11,,,,,,51,12356,2,1386,,0,0,0,1,
13,,,,,,200,12477,3,1236,,0,0,255,1,
12,,,,,,200,12599,1,1236,,0,0,255,1,
12,,,,,,200,12602,1,1236,,0,0,255,1,
13,,,,,,200,12722,3,1236,,0,0,255,1,
11,,,,,,51,12844,3,1386,,0,0,0,1,
42,,,,,,,12356,491,,,26,4,,1,
41,151,231,,,,191,12360,120,40,,26,1,76,1,0.197368421052632
41,151,231,,,,191,12482,120,40,,26,2,76,1,0.197368421052632
41,151,231,,,,191,12605,120,40,,26,3,76,1,0.197368421052632
41,151,231,,,,191,12727,120,40,,26,4,76,1,0.197368421052632
31,,,,,,51,12360,482,50,,255,255,255,1,26 of 71
32,,,,,,101,12360,482,50,,255,255,255,1,4 / 4
33,,,,,,151,12360,482,50,,250,250,200,1,Em
39,,,,,,1,12360,1000,50,,255,255,255,1, Song Title 
51,,,,,,331,12360,177,8,,225,225,225,1,
51,,,,,,322,12360,177,8,,200,200,200,1,
51,,,,,,313,12360,177,8,,175,175,175,1,
51,,,,,,304,12360,177,8,,150,150,150,1,
51,,,,,,295,12360,177,8,,125,125,125,1,
51,,,,,,331,12542,55,8,,225,225,225,1,
51,,,,,,322,12542,55,8,,200,200,200,1,
51,,,,,,313,12542,55,8,,175,175,175,1,
51,,,,,,304,12542,55,8,,150,150,150,1,
51,,,,,,295,12542,55,8,,125,125,125,1,
51,,,,,,331,12605,55,8,,225,225,225,1,
51,,,,,,322,12605,55,8,,200,200,200,1,
51,,,,,,313,12605,55,8,,175,175,175,1,
51,,,,,,304,12605,55,8,,150,150,150,1,
51,,,,,,295,12605,55,8,,125,125,125,1,
51,,,,,,331,12665,55,8,,225,225,225,1,
51,,,,,,322,12665,55,8,,200,200,200,1,
51,,,,,,313,12665,55,8,,175,175,175,1,
51,,,,,,304,12665,55,8,,150,150,150,1,
51,,,,,,295,12665,55,8,,125,125,125,1,
51,,,,,,331,12727,55,8,,225,225,225,1,
51,,,,,,322,12727,55,8,,200,200,200,1,
51,,,,,,313,12727,55,8,,175,175,175,1,
51,,,,,,304,12727,55,8,,150,150,150,1,
51,,,,,,295,12727,55,8,,125,125,125,1,
51,,,,,,331,12787,55,8,,225,225,225,1,
51,,,,,,322,12787,55,8,,200,200,200,1,
51,,,,,,313,12787,55,8,,175,175,175,1,
51,,,,,,304,12787,55,8,,150,150,150,1,
51,,,,,,295,12787,55,8,,125,125,125,1,
11,,,,,,51,12847,2,1386,,0,0,0,1,
13,,,,,,200,12968,3,1236,,0,0,255,1,
12,,,,,,200,13090,1,1236,,0,0,255,1,
12,,,,,,200,13093,1,1236,,0,0,255,1,
13,,,,,,200,13213,3,1236,,0,0,255,1,
11,,,,,,51,13335,3,1386,,0,0,0,1,
42,,,,,,,12847,491,,1,27,4,,1,
41,151,231,,,,191,12851,120,40,,27,1,76,1,0.197368421052632
41,151,231,,,,191,12973,120,40,,27,2,76,1,0.197368421052632
41,151,231,,,,191,13096,120,40,,27,3,76,1,0.197368421052632
41,151,231,,,,191,13218,120,40,,27,4,76,1,0.197368421052632
31,,,,,,51,12851,482,50,,255,255,255,1,27 of 71
32,,,,,,101,12851,482,50,,255,255,255,1,4 / 4
33,,,,,,151,12851,482,50,,250,250,200,1,Em
39,,,,,,1,12851,1000,50,,255,255,255,1, Song Title 
51,,,,,,331,12851,90,8,,225,225,225,1,
51,,,,,,322,12851,90,8,,200,200,200,1,
51,,,,,,313,12851,90,8,,175,175,175,1,
51,,,,,,304,12851,90,8,,150,150,150,1,
51,,,,,,295,12851,90,8,,125,125,125,1,
51,,,,,,331,12941,25,8,,225,225,225,1,
51,,,,,,322,12941,25,8,,200,200,200,1,
51,,,,,,313,12941,25,8,,175,175,175,1,
51,,,,,,304,12941,25,8,,150,150,150,1,
51,,,,,,295,12941,25,8,,125,125,125,1,
51,,,,,,331,12973,24,8,,225,225,225,1,
51,,,,,,322,12973,24,8,,200,200,200,1,
51,,,,,,313,12973,24,8,,175,175,175,1,
51,,,,,,304,12973,24,8,,150,150,150,1,
51,,,,,,295,12973,24,8,,125,125,125,1,
51,,,,,,331,12997,19,8,,225,225,225,1,
51,,,,,,322,12997,19,8,,200,200,200,1,
51,,,,,,313,12997,19,8,,175,175,175,1,
51,,,,,,304,12997,19,8,,150,150,150,1,
51,,,,,,295,12997,19,8,,125,125,125,1,
51,,,,,,331,13021,24,8,,225,225,225,1,
51,,,,,,322,13021,24,8,,200,200,200,1,
51,,,,,,313,13021,24,8,,175,175,175,1,
51,,,,,,304,13021,24,8,,150,150,150,1,
51,,,,,,295,13021,24,8,,125,125,125,1,
51,,,,,,331,13045,24,8,,225,225,225,1,
51,,,,,,322,13045,24,8,,200,200,200,1,
51,,,,,,313,13045,24,8,,175,175,175,1,
51,,,,,,304,13045,24,8,,150,150,150,1,
51,,,,,,295,13045,24,8,,125,125,125,1,
51,,,,,,331,13069,19,8,,225,225,225,1,
51,,,,,,322,13069,19,8,,200,200,200,1,
51,,,,,,313,13069,19,8,,175,175,175,1,
51,,,,,,304,13069,19,8,,150,150,150,1,
51,,,,,,295,13069,19,8,,125,125,125,1,
51,,,,,,331,13096,60,8,,225,225,225,1,
51,,,,,,322,13096,60,8,,200,200,200,1,
51,,,,,,313,13096,60,8,,175,175,175,1,
51,,,,,,304,13096,60,8,,150,150,150,1,
51,,,,,,295,13096,60,8,,125,125,125,1,
51,,,,,,331,13156,55,8,,225,225,225,1,
51,,,,,,322,13156,55,8,,200,200,200,1,
51,,,,,,313,13156,55,8,,175,175,175,1,
51,,,,,,304,13156,55,8,,150,150,150,1,
51,,,,,,295,13156,55,8,,125,125,125,1,
51,,,,,,331,13218,60,8,,225,225,225,1,
51,,,,,,322,13218,60,8,,200,200,200,1,
51,,,,,,313,13218,60,8,,175,175,175,1,
51,,,,,,304,13218,60,8,,150,150,150,1,
51,,,,,,295,13218,60,8,,125,125,125,1,
51,,,,,,331,13278,55,8,,225,225,225,1,
51,,,,,,322,13278,55,8,,200,200,200,1,
51,,,,,,313,13278,55,8,,175,175,175,1,
51,,,,,,304,13278,55,8,,150,150,150,1,
51,,,,,,295,13278,55,8,,125,125,125,1,
11,,,,,,51,13338,2,1386,,0,0,0,1,
13,,,,,,200,13459,3,1236,,0,0,255,1,
12,,,,,,200,13581,1,1236,,0,0,255,1,
12,,,,,,200,13584,1,1236,,0,0,255,1,
13,,,,,,200,13704,3,1236,,0,0,255,1,
11,,,,,,51,13826,3,1386,,0,0,0,1,
42,,,,,,,13338,491,,,28,4,,1,
41,151,231,,,,191,13342,120,40,,28,1,68,1,0.220588235294118
41,151,231,,,,191,13464,120,40,,28,2,68,1,0.220588235294118
41,151,231,,,,191,13587,120,40,,28,3,68,1,0.220588235294118
41,151,231,,,,191,13709,120,40,,28,4,68,1,0.220588235294118
31,,,,,,51,13342,482,50,,255,255,255,1,28 of 71
32,,,,,,101,13342,482,50,,255,255,255,1,4 / 4
33,,,,,,151,13342,482,50,,250,250,200,1,Em
39,,,,,,1,13342,1000,50,,255,255,255,1, Song Title 
51,,,,,,331,13342,237,8,,225,225,225,1,
51,,,,,,322,13342,237,8,,200,200,200,1,
51,,,,,,313,13342,237,8,,175,175,175,1,
51,,,,,,331,13587,120,8,,225,225,225,1,
51,,,,,,322,13587,120,8,,200,200,200,1,
51,,,,,,313,13587,120,8,,175,175,175,1,
51,,,,,,331,13709,115,8,,225,225,225,1,
51,,,,,,322,13709,115,8,,200,200,200,1,
51,,,,,,313,13709,115,8,,175,175,175,1,
11,,,,,,51,13829,2,1386,,0,0,0,1,
13,,,,,,200,13950,3,1236,,0,0,255,1,
12,,,,,,200,14072,1,1236,,0,0,255,1,
12,,,,,,200,14075,1,1236,,0,0,255,1,
13,,,,,,200,14195,3,1236,,0,0,255,1,
11,,,,,,51,14317,3,1386,,0,0,0,1,
42,,,,,,,13829,491,,,29,4,,1,
41,151,231,,,,191,13833,120,40,,29,1,68,1,0.220588235294118
41,151,231,,,,191,13955,120,40,,29,2,68,1,0.220588235294118
41,151,231,,,,191,14078,120,40,,29,3,68,1,0.220588235294118
41,151,231,,,,191,14200,120,40,,29,4,68,1,0.220588235294118
31,,,,,,51,13833,482,50,,255,255,255,1,29 of 71
32,,,,,,101,13833,482,50,,255,255,255,1,4 / 4
33,,,,,,151,13833,482,50,,250,200,250,1,F
39,,,,,,1,13833,1000,50,,255,255,255,1, Song Title 
51,,,,,,331,13833,115,8,,225,225,225,1,
51,,,,,,322,13833,115,8,,200,200,200,1,
51,,,,,,313,13833,115,8,,175,175,175,1,
51,,,,,,331,13955,60,8,,225,225,225,1,
51,,,,,,322,13955,60,8,,200,200,200,1,
51,,,,,,313,13955,60,8,,175,175,175,1,
51,,,,,,331,14015,55,8,,225,225,225,1,
51,,,,,,322,14015,55,8,,200,200,200,1,
51,,,,,,313,14015,55,8,,175,175,175,1,
51,,,,,,331,14078,115,8,,225,225,225,1,
51,,,,,,322,14078,115,8,,200,200,200,1,
51,,,,,,313,14078,115,8,,175,175,175,1,
51,,,,,,331,14200,60,8,,225,225,225,1,
51,,,,,,322,14200,60,8,,200,200,200,1,
51,,,,,,313,14200,60,8,,175,175,175,1,
51,,,,,,331,14260,55,8,,225,225,225,1,
51,,,,,,322,14260,55,8,,200,200,200,1,
51,,,,,,313,14260,55,8,,175,175,175,1,
11,,,,,,51,14320,2,1386,,0,0,0,1,
13,,,,,,200,14441,3,1236,,0,0,255,1,
12,,,,,,200,14563,1,1236,,0,0,255,1,
12,,,,,,200,14566,1,1236,,0,0,255,1,
13,,,,,,200,14686,3,1236,,0,0,255,1,
11,,,,,,51,14808,3,1386,,0,0,0,1,
42,,,,,,,14320,491,,1,30,4,,1,
41,151,231,,,,191,14324,120,40,,30,1,68,1,0.220588235294118
41,151,231,,,,191,14446,120,40,,30,2,68,1,0.220588235294118
41,151,231,,,,191,14569,120,40,,30,3,68,1,0.220588235294118
41,151,231,,,,191,14691,120,40,,30,4,68,1,0.220588235294118
31,,,,,,51,14324,482,50,,255,255,255,1,30 of 71
32,,,,,,101,14324,482,50,,255,255,255,1,4 / 4
33,,,,,,151,14324,482,50,,250,200,250,1,F
39,,,,,,1,14324,1000,50,,255,255,255,1, Song Title 
51,,,,,,331,14324,177,8,,225,225,225,1,
51,,,,,,322,14324,177,8,,200,200,200,1,
51,,,,,,313,14324,177,8,,175,175,175,1,
51,,,,,,331,14506,60,8,,225,225,225,1,
51,,,,,,322,14506,60,8,,200,200,200,1,
51,,,,,,313,14506,60,8,,175,175,175,1,
51,,,,,,331,14569,177,8,,225,225,225,1,
51,,,,,,322,14569,177,8,,200,200,200,1,
51,,,,,,313,14569,177,8,,175,175,175,1,
51,,,,,,304,14569,177,8,,150,150,150,1,
51,,,,,,331,14751,60,8,,225,225,225,1,
51,,,,,,322,14751,60,8,,200,200,200,1,
51,,,,,,313,14751,60,8,,175,175,175,1,
51,,,,,,304,14751,60,8,,150,150,150,1,
51,,,,,,295,14751,60,8,,125,125,125,1,
11,,,,,,51,14811,2,1386,,0,0,0,1,
13,,,,,,200,14932,3,1236,,0,0,255,1,
12,,,,,,200,15054,1,1236,,0,0,255,1,
12,,,,,,200,15057,1,1236,,0,0,255,1,
