channel,rise_fall,sharp_flat,fingering/chord,lyrics,ipad_color(105),ipad_rows,ipad_col(107),length(109),height(110),flip_view,Bar No(40),Beats per Bar(40),tempo (40),Z-level,Content
41,151,231,,,,191,2294,120,40,,5,3,58,1,0.258620689655172
41,151,231,,,,191,2416,120,40,,5,4,58,1,0.258620689655172
31,,,,,,51,2049,482,50,,255,255,255,1,5 of 71
32,,,,,,101,2049,482,50,,255,255,255,1,4 / 4
33,,,,,,151,2049,482,50,,250,250,100,1,D
39,,,,,,1,2049,1000,50,,255,255,255,1, Song Title 
51,,,,,,331,2049,182,8,,225,225,225,1,
51,,,,,,322,2049,182,8,,200,200,200,1,
51,,,,,,313,2049,182,8,,175,175,175,1,
51,,,,,,304,2049,182,8,,150,150,150,1,
51,,,,,,331,2231,55,8,,225,225,225,1,
51,,,,,,322,2231,55,8,,200,200,200,1,
51,,,,,,313,2231,55,8,,175,175,175,1,
51,,,,,,304,2231,55,8,,150,150,150,1,
51,,,,,,331,2294,24,8,,225,225,225,1,
51,,,,,,322,2294,24,8,,200,200,200,1,
51,,,,,,313,2294,24,8,,175,175,175,1,
51,,,,,,304,2294,24,8,,150,150,150,1,
51,,,,,,331,2318,24,8,,225,225,225,1,
51,,,,,,322,2318,24,8,,200,200,200,1,
51,,,,,,313,2318,24,8,,175,175,175,1,
51,,,,,,304,2318,24,8,,150,150,150,1,
51,,,,,,331,2342,24,8,,225,225,225,1,
51,,,,,,322,2342,24,8,,200,200,200,1,
51,,,,,,313,2342,24,8,,175,175,175,1,
51,,,,,,304,2342,24,8,,150,150,150,1,
51,,,,,,331,2366,24,8,,225,225,225,1,
51,,,,,,322,2366,24,8,,200,200,200,1,
51,,,,,,313,2366,24,8,,175,175,175,1,
51,,,,,,304,2366,24,8,,150,150,150,1,
51,,,,,,331,2390,24,8,,225,225,225,1,
51,,,,,,322,2390,24,8,,200,200,200,1,
51,,,,,,313,2390,24,8,,175,175,175,1,
51,,,,,,304,2390,24,8,,150,150,150,1,
51,,,,,,331,2416,60,8,,225,225,225,1,
51,,,,,,322,2416,60,8,,200,200,200,1,
51,,,,,,313,2416,60,8,,175,175,175,1,
51,,,,,,304,2416,60,8,,150,150,150,1,
51,,,,,,331,2476,55,8,,225,225,225,1,
51,,,,,,322,2476,55,8,,200,200,200,1,
51,,,,,,313,2476,55,8,,175,175,175,1,
51,,,,,,304,2476,55,8,,150,150,150,1,
11,,,,,,51,2536,2,1386,,0,0,0,1,
13,,,,,,200,2657,3,1236,,0,0,255,1,
12,,,,,,200,2779,1,1236,,0,0,255,1,
12,,,,,,200,2782,1,1236,,0,0,255,1,
13,,,,,,200,2902,3,1236,,0,0,255,1,
11,,,,,,51,3024,3,1386,,0,0,0,1,
42,,,,,,,2536,491,,1,6,4,,1,
41,151,231,,,,191,2540,120,40,,6,1,58,1,0.258620689655172
41,151,231,,,,191,2662,120,40,,6,2,58,1,0.258620689655172
41,151,231,,,,191,2785,120,40,,6,3,58,1,0.258620689655172
41,151,231,,,,191,2907,120,40,,6,4,58,1,0.258620689655172
31,,,,,,51,2540,482,50,,255,255,255,1,6 of 71
32,,,,,,101,2540,482,50,,255,255,255,1,4 / 4
33,,,,,,151,2540,482,50,,250,250,100,1,D
39,,,,,,1,2540,1000,50,,255,255,255,1, Song Title 
51,,,,,,331,2540,360,8,,225,225,225,1,
51,,,,,,322,2540,360,8,,200,200,200,1,
51,,,,,,313,2540,360,8,,175,175,175,1,
51,,,,,,304,2540,360,8,,150,150,150,1,
51,,,,,,331,2907,60,8,,225,225,225,1,
51,,,,,,322,2907,60,8,,200,200,200,1,
51,,,,,,313,2907,60,8,,175,175,175,1,
51,,,,,,304,2907,60,8,,150,150,150,1,
51,,,,,,331,2967,55,8,,225,225,225,1,
51,,,,,,322,2967,55,8,,200,200,200,1,
51,,,,,,313,2967,55,8,,175,175,175,1,
51,,,,,,304,2967,55,8,,150,150,150,1,
11,,,,,,51,3027,2,1386,,0,0,0,1,
13,,,,,,200,3148,3,1236,,0,0,255,1,
12,,,,,,200,3270,1,1236,,0,0,255,1,
12,,,,,,200,3273,1,1236,,0,0,255,1,
13,,,,,,200,3393,3,1236,,0,0,255,1,
11,,,,,,51,3515,3,1386,,0,0,0,1,
42,,,,,,,3027,491,,,7,4,,1,
41,151,231,,,,191,3031,120,40,,7,1,58,1,0.258620689655172
41,151,231,,,,191,3153,120,40,,7,2,58,1,0.258620689655172
41,151,231,,,,191,3276,120,40,,7,3,58,1,0.258620689655172
41,151,231,,,,191,3398,120,40,,7,4,58,1,0.258620689655172
31,,,,,,51,3031,482,50,,255,255,255,1,7 of 71
32,,,,,,101,3031,482,50,,255,255,255,1,4 / 4
33,,,,,,151,3031,482,50,,250,250,100,1,D
39,,,,,,1,3031,1000,50,,255,255,255,1, Song Title 
51,,,,,,331,3031,55,8,,225,225,225,1,
51,,,,,,322,3031,55,8,,200,200,200,1,
51,,,,,,313,3031,55,8,,175,175,175,1,
51,,,,,,304,3031,55,8,,150,150,150,1,
51,,,,,,331,3091,60,8,,225,225,225,1,
51,,,,,,322,3091,60,8,,200,200,200,1,
51,,,,,,313,3091,60,8,,175,175,175,1,
51,,,,,,304,3091,60,8,,150,150,150,1,
51,,,,,,331,3153,238,8,,225,225,225,1,
51,,,,,,322,3153,238,8,,200,200,200,1,
51,,,,,,313,3153,238,8,,175,175,175,1,
51,,,,,,304,3153,238,8,,150,150,150,1,
51,,,,,,331,3398,60,8,,225,225,225,1,
51,,,,,,322,3398,60,8,,200,200,200,1,
51,,,,,,313,3398,60,8,,175,175,175,1,
51,,,,,,304,3398,60,8,,150,150,150,1,
71,,,,,,626,3434,18,8,,255,255,80,3,
51,,,,,,331,3458,55,8,,225,225,225,1,
51,,,,,,322,3458,55,8,,200,200,200,1,
51,,,,,,313,3458,55,8,,175,175,175,1,
51,,,,,,304,3458,55,8,,150,150,150,1,
11,,,,,,51,3518,2,1386,,0,0,0,1,
13,,,,,,200,3639,3,1236,,0,0,255,1,
12,,,,,,200,3761,1,1236,,0,0,255,1,
12,,,,,,200,3764,1,1236,,0,0,255,1,
13,,,,,,200,3884,3,1236,,0,0,255,1,
11,,,,,,51,4006,3,1386,,0,0,0,1,
42,,,,,,,3518,491,,,8,4,,1,
41,151,231,,,,191,3522,120,40,,8,1,58,1,0.258620689655172
41,151,231,,,,191,3644,120,40,,8,2,58,1,0.258620689655172
41,151,231,,,,191,3767,120,40,,8,3,58,1,0.258620689655172
41,151,231,,,,191,3889,120,40,,8,4,58,1,0.258620689655172
31,,,,,,51,3522,482,50,,255,255,255,1,8 of 71
32,,,,,,101,3522,482,50,,255,255,255,1,4 / 4
33,,,,,,151,3522,482,50,,250,250,100,1,D
39,,,,,,1,3522,1000,50,,255,255,255,1, Song Title 
51,,,,,,331,3522,55,8,,225,225,225,1,
51,,,,,,322,3522,55,8,,200,200,200,1,
51,,,,,,313,3522,55,8,,175,175,175,1,
51,,,,,,304,3522,55,8,,150,150,150,1,
51,,,,,,331,3582,55,8,,225,225,225,1,
51,,,,,,322,3582,55,8,,200,200,200,1,
51,,,,,,313,3582,55,8,,175,175,175,1,
51,,,,,,304,3582,55,8,,150,150,150,1,
51,,,,,,331,3644,55,8,,225,225,225,1,
51,,,,,,322,3644,55,8,,200,200,200,1,
51,,,,,,313,3644,55,8,,175,175,175,1,
51,,,,,,304,3644,55,8,,150,150,150,1,
51,,,,,,331,3704,60,8,,225,225,225,1,
51,,,,,,322,3704,60,8,,200,200,200,1,
51,,,,,,313,3704,60,8,,175,175,175,1,
51,,,,,,304,3704,60,8,,150,150,150,1,
51,,,,,,331,3767,115,8,,225,225,225,1,
51,,,,,,322,3767,115,8,,200,200,200,1,
51,,,,,,313,3767,115,8,,175,175,175,1,
51,,,,,,304,3767,115,8,,150,150,150,1,
51,,,,,,331,3889,115,8,,225,225,225,1,
51,,,,,,322,3889,115,8,,200,200,200,1,
51,,,,,,313,3889,115,8,,175,175,175,1,
51,,,,,,304,3889,115,8,,150,150,150,1,
11,,,,,,51,4009,2,1386,,0,0,0,1,
13,,,,,,200,4130,3,1236,,0,0,255,1,
12,,,,,,200,4252,1,1236,,0,0,255,1,
12,,,,,,200,4255,1,1236,,0,0,255,1,
13,,,,,,200,4375,3,1236,,0,0,255,1,
11,,,,,,51,4497,3,1386,,0,0,0,1,
42,,,,,,,4009,491,,1,9,4,,1,
41,151,231,,,,191,4013,120,40,,9,1,58,1,0.258620689655172
41,151,231,,,,191,4135,120,40,,9,2,58,1,0.258620689655172
41,151,231,,,,191,4258,120,40,,9,3,58,1,0.258620689655172
41,151,231,,,,191,4380,120,40,,9,4,58,1,0.258620689655172
31,,,,,,51,4013,482,50,,255,255,255,1,9 of 71
32,,,,,,101,4013,482,50,,255,255,255,1,4 / 4
33,,,,,,151,4013,482,50,,250,250,100,1,D
39,,,,,,1,4013,1000,50,,255,255,255,1, Song Title 
51,,,,,,331,4013,237,8,,225,225,225,1,
51,,,,,,322,4013,237,8,,200,200,200,1,
51,,,,,,313,4013,237,8,,175,175,175,1,
51,,,,,,304,4013,237,8,,150,150,150,1,
51,,,,,,295,4013,237,8,,125,125,125,1,
51,,,,,,331,4258,115,8,,225,225,225,1,
51,,,,,,322,4258,115,8,,200,200,200,1,
51,,,,,,313,4258,115,8,,175,175,175,1,
51,,,,,,304,4258,115,8,,150,150,150,1,
51,,,,,,295,4258,115,8,,125,125,125,1,
51,,,,,,331,4380,30,8,,225,225,225,1,
51,,,,,,322,4380,30,8,,200,200,200,1,
51,,,,,,313,4380,30,8,,175,175,175,1,
51,,,,,,304,4380,30,8,,150,150,150,1,
51,,,,,,295,4380,30,8,,125,125,125,1,
51,,,,,,331,4410,30,8,,225,225,225,1,
51,,,,,,322,4410,30,8,,200,200,200,1,
51,,,,,,313,4410,30,8,,175,175,175,1,
51,,,,,,304,4410,30,8,,150,150,150,1,
51,,,,,,295,4410,30,8,,125,125,125,1,
51,,,,,,331,4440,30,8,,225,225,225,1,
51,,,,,,322,4440,30,8,,200,200,200,1,
51,,,,,,313,4440,30,8,,175,175,175,1,
51,,,,,,304,4440,30,8,,150,150,150,1,
51,,,,,,295,4440,30,8,,125,125,125,1,
51,,,,,,331,4470,25,8,,225,225,225,1,
51,,,,,,322,4470,25,8,,200,200,200,1,
51,,,,,,313,4470,25,8,,175,175,175,1,
51,,,,,,304,4470,25,8,,150,150,150,1,
51,,,,,,295,4470,25,8,,125,125,125,1,
11,,,,,,51,4500,2,1386,,0,0,0,1,
13,,,,,,200,4621,3,1236,,0,0,255,1,
12,,,,,,200,4743,1,1236,,0,0,255,1,
12,,,,,,200,4746,1,1236,,0,0,255,1,
13,,,,,,200,4866,3,1236,,0,0,255,1,
11,,,,,,51,4988,3,1386,,0,0,0,1,
42,,,,,,,4500,491,,,10,4,,1,
41,151,231,,,,191,4504,120,40,,10,1,50,1,0.3
41,151,231,,,,191,4626,120,40,,10,2,50,1,0.3
41,151,231,,,,191,4749,120,40,,10,3,50,1,0.3
41,151,231,,,,191,4871,120,40,,10,4,50,1,0.3
31,,,,,,51,4504,482,50,,255,255,255,1,10 of 71
32,,,,,,101,4504,482,50,,255,255,255,1,4 / 4
33,,,,,,151,4504,482,50,,250,250,100,1,D
39,,,,,,1,4504,1000,50,,255,255,255,1, Song Title 
51,,,,,,331,4504,237,8,,225,225,225,1,
51,,,,,,322,4504,237,8,,200,200,200,1,
51,,,,,,313,4504,237,8,,175,175,175,1,
51,,,,,,304,4504,237,8,,150,150,150,1,
51,,,,,,295,4504,237,8,,125,125,125,1,
51,,,,,,286,4504,237,8,,100,100,100,1,
51,,,,,,331,4749,237,8,,225,225,225,1,
51,,,,,,322,4749,237,8,,200,200,200,1,
51,,,,,,313,4749,237,8,,175,175,175,1,
51,,,,,,304,4749,237,8,,150,150,150,1,
51,,,,,,295,4749,237,8,,125,125,125,1,
51,,,,,,286,4749,237,8,,100,100,100,1,
71,,,,,,576,4906,79,8,,255,71,71,3,
11,,,,,,51,4991,2,1386,,0,0,0,1,
13,,,,,,200,5112,3,1236,,0,0,255,1,
12,,,,,,200,5234,1,1236,,0,0,255,1,
12,,,,,,200,5237,1,1236,,0,0,255,1,
13,,,,,,200,5357,3,1236,,0,0,255,1,
11,,,,,,51,5479,3,1386,,0,0,0,1,
42,,,,,,,4991,491,,,11,4,,1,
41,151,231,,,,191,4995,120,40,,11,1,58,1,0.258620689655172
41,151,231,,,,191,5117,120,40,,11,2,58,1,0.258620689655172
41,151,231,,,,191,5240,120,40,,11,3,58,1,0.258620689655172
41,151,231,,,,191,5362,120,40,,11,4,58,1,0.258620689655172
31,,,,,,51,4995,482,50,,255,255,255,1,11 of 71
32,,,,,,101,4995,482,50,,255,255,255,1,4 / 4
33,,,,,,151,4995,482,50,,250,250,100,1,D
39,,,,,,1,4995,1000,50,,255,255,255,1, Song Title 
51,,,,,,331,4995,305,8,,225,225,225,1,
51,,,,,,322,4995,305,8,,200,200,200,1,
51,,,,,,313,4995,305,8,,175,175,175,1,
51,,,,,,331,5300,55,8,,225,225,225,1,
51,,,,,,322,5300,55,8,,200,200,200,1,
51,,,,,,313,5300,55,8,,175,175,175,1,
51,,,,,,331,5362,40,8,,225,225,225,1,
51,,,,,,322,5362,40,8,,200,200,200,1,
51,,,,,,313,5362,40,8,,175,175,175,1,
51,,,,,,331,5402,40,8,,225,225,225,1,
51,,,,,,322,5402,40,8,,200,200,200,1,
51,,,,,,313,5402,40,8,,175,175,175,1,
51,,,,,,331,5442,35,8,,225,225,225,1,
51,,,,,,322,5442,35,8,,200,200,200,1,
51,,,,,,313,5442,35,8,,175,175,175,1,
11,,,,,,51,5482,2,1386,,0,0,0,1,
13,,,,,,200,5603,3,1236,,0,0,255,1,
12,,,,,,200,5725,1,1236,,0,0,255,1,
12,,,,,,200,5728,1,1236,,0,0,255,1,
13,,,,,,200,5848,3,1236,,0,0,255,1,
11,,,,,,51,5970,3,1386,,0,0,0,1,
42,,,,,,,5482,491,,1,12,4,,1,
41,151,231,,,,191,5486,120,40,,12,1,58,1,0.258620689655172
41,151,231,,,,191,5608,120,40,,12,2,58,1,0.258620689655172
41,151,231,,,,191,5731,120,40,,12,3,58,1,0.258620689655172
41,151,231,,,,191,5853,120,40,,12,4,58,1,0.258620689655172
31,,,,,,51,5486,482,50,,255,255,255,1,12 of 71
32,,,,,,101,5486,482,50,,255,255,255,1,4 / 4
33,,,,,,151,5486,482,50,,250,250,100,1,D
39,,,,,,1,5486,1000,50,,255,255,255,1, Song Title 
51,,,,,,331,5486,237,8,,225,225,225,1,
51,,,,,,322,5486,237,8,,200,200,200,1,
51,,,,,,313,5486,237,8,,175,175,175,1,
51,,,,,,331,5731,120,8,,225,225,225,1,
51,,,,,,322,5731,120,8,,200,200,200,1,
51,,,,,,313,5731,120,8,,175,175,175,1,
51,,,,,,331,5853,115,8,,225,225,225,1,
51,,,,,,322,5853,115,8,,200,200,200,1,
51,,,,,,313,5853,115,8,,175,175,175,1,
11,,,,,,51,5973,2,1386,,0,0,0,1,
13,,,,,,200,6094,3,1236,,0,0,255,1,
12,,,,,,200,6216,1,1236,,0,0,255,1,
12,,,,,,200,6219,1,1236,,0,0,255,1,
13,,,,,,200,6339,3,1236,,0,0,255,1,
11,,,,,,51,6461,3,1386,,0,0,0,1,
42,,,,,,,5973,491,,,13,4,,1,
41,151,231,,,,191,5977,120,40,,13,1,58,1,0.258620689655172
41,151,231,,,,191,6099,120,40,,13,2,58,1,0.258620689655172
41,151,231,,,,191,6222,120,40,,13,3,58,1,0.258620689655172
41,151,231,,,,191,6344,120,40,,13,4,58,1,0.258620689655172
31,,,,,,51,5977,482,50,,255,255,255,1,13 of 71
32,,,,,,101,5977,482,50,,255,255,255,1,4 / 4
33,,,,,,151,5977,482,50,,250,250,100,1,D
39,,,,,,1,5977,1000,50,,255,255,255,1, Song Title 
51,,,,,,331,5977,335,8,,225,225,225,1,
51,,,,,,322,5977,335,8,,200,200,200,1,
51,,,,,,313,5977,335,8,,175,175,175,1,
51,,,,,,331,6312,25,8,,225,225,225,1,
51,,,,,,322,6312,25,8,,200,200,200,1,
51,,,,,,313,6312,25,8,,175,175,175,1,
51,,,,,,331,6344,30,8,,225,225,225,1,
51,,,,,,322,6344,30,8,,200,200,200,1,
51,,,,,,313,6344,30,8,,175,175,175,1,
51,,,,,,304,6344,30,8,,150,150,150,1,
51,,,,,,331,6374,30,8,,225,225,225,1,
51,,,,,,322,6374,30,8,,200,200,200,1,
51,,,,,,313,6374,30,8,,175,175,175,1,
51,,,,,,304,6374,30,8,,150,150,150,1,
51,,,,,,331,6404,30,8,,225,225,225,1,
51,,,,,,322,6404,30,8,,200,200,200,1,
51,,,,,,313,6404,30,8,,175,175,175,1,
51,,,,,,304,6404,30,8,,150,150,150,1,
51,,,,,,295,6404,30,8,,125,125,125,1,
51,,,,,,331,6434,25,8,,225,225,225,1,
51,,,,,,322,6434,25,8,,200,200,200,1,
51,,,,,,313,6434,25,8,,175,175,175,1,
51,,,,,,304,6434,25,8,,150,150,150,1,
51,,,,,,295,6434,25,8,,125,125,125,1,
11,,,,,,51,6464,2,1386,,0,0,0,1,
13,,,,,,200,6585,3,1236,,0,0,255,1,
12,,,,,,200,6707,1,1236,,0,0,255,1,
12,,,,,,200,6710,1,1236,,0,0,255,1,
13,,,,,,200,6830,3,1236,,0,0,255,1,
11,,,,,,51,6952,3,1386,,0,0,0,1,
42,,,,,,,6464,491,,,14,4,,1,
41,151,231,,,,191,6468,120,40,,14,1,58,1,0.258620689655172
41,151,231,,,,191,6590,120,40,,14,2,58,1,0.258620689655172
41,151,231,,,,191,6713,120,40,,14,3,58,1,0.258620689655172
41,151,231,,,,191,6835,120,40,,14,4,58,1,0.258620689655172
31,,,,,,51,6468,482,50,,255,255,255,1,14 of 71
32,,,,,,101,6468,482,50,,255,255,255,1,4 / 4
33,,,,,,151,6468,482,50,,250,250,100,1,D
39,,,,,,1,6468,1000,50,,255,255,255,1, Song Title 
51,,,,,,331,6468,237,8,,225,225,225,1,
51,,,,,,322,6468,237,8,,200,200,200,1,
51,,,,,,313,6468,237,8,,175,175,175,1,
51,,,,,,304,6468,237,8,,150,150,150,1,
51,,,,,,295,6468,237,8,,125,125,125,1,
51,,,,,,286,6468,237,8,,100,100,100,1,
71,,,,,,489,6625,79,8,,45,255,45,3,
51,,,,,,331,6713,120,8,,225,225,225,1,
51,,,,,,322,6713,120,8,,200,200,200,1,
51,,,,,,313,6713,120,8,,175,175,175,1,
51,,,,,,304,6713,120,8,,150,150,150,1,
51,,,,,,295,6713,120,8,,125,125,125,1,
51,,,,,,286,6713,120,8,,100,100,100,1,
51,,,,,,277,6713,120,8,,75,75,75,1,
51,,,,,,331,6835,115,8,,225,225,225,1,
51,,,,,,322,6835,115,8,,200,200,200,1,
51,,,,,,313,6835,115,8,,175,175,175,1,
51,,,,,,304,6835,115,8,,150,150,150,1,
51,,,,,,295,6835,115,8,,125,125,125,1,
51,,,,,,286,6835,115,8,,100,100,100,1,
51,,,,,,277,6835,115,8,,75,75,75,1,
51,,,,,,268,6835,115,8,,50,50,50,1,
11,,,,,,51,6955,2,1386,,0,0,0,1,
13,,,,,,200,7076,3,1236,,0,0,255,1,
12,,,,,,200,7198,1,1236,,0,0,255,1,
12,,,,,,200,7201,1,1236,,0,0,255,1,
13,,,,,,200,7321,3,1236,,0,0,255,1,
11,,,,,,51,7443,3,1386,,0,0,0,1,
42,,,,,,,6955,491,,1,15,4,,1,
41,151,231,,,,191,6959,120,40,,15,1,58,1,0.258620689655172
41,151,231,,,,191,7081,120,40,,15,2,58,1,0.258620689655172
41,151,231,,,,191,7204,120,40,,15,3,58,1,0.258620689655172
41,151,231,,,,191,7326,120,40,,15,4,58,1,0.258620689655172
31,,,,,,51,6959,482,50,,255,255,255,1,15 of 71
32,,,,,,101,6959,482,50,,255,255,255,1,4 / 4
33,,,,,,151,6959,482,50,,250,250,100,1,D
39,,,,,,1,6959,1000,50,,255,255,255,1, Song Title 
51,,,,,,331,6959,305,8,,225,225,225,1,
51,,,,,,322,6959,305,8,,200,200,200,1,
51,,,,,,313,6959,305,8,,175,175,175,1,
51,,,,,,304,6959,305,8,,150,150,150,1,
51,,,,,,295,6959,305,8,,125,125,125,1,
51,,,,,,286,6959,305,8,,100,100,100,1,
51,,,,,,331,7264,55,8,,225,225,225,1,
51,,,,,,322,7264,55,8,,200,200,200,1,
51,,,,,,313,7264,55,8,,175,175,175,1,
51,,,,,,304,7264,55,8,,150,150,150,1,
51,,,,,,295,7264,55,8,,125,125,125,1,
51,,,,,,286,7264,55,8,,100,100,100,1,
71,,,,,,451,7300,18,8,,255,255,80,3,
51,,,,,,331,7326,40,8,,225,225,225,1,
51,,,,,,322,7326,40,8,,200,200,200,1,
51,,,,,,313,7326,40,8,,175,175,175,1,
51,,,,,,304,7326,40,8,,150,150,150,1,
51,,,,,,295,7326,40,8,,125,125,125,1,
51,,,,,,286,7326,40,8,,100,100,100,1,
51,,,,,,277,7326,40,8,,75,75,75,1,
51,,,,,,268,7326,40,8,,50,50,50,1,
51,,,,,,331,7366,40,8,,225,225,225,1,
51,,,,,,322,7366,40,8,,200,200,200,1,
51,,,,,,313,7366,40,8,,175,175,175,1,
51,,,,,,304,7366,40,8,,150,150,150,1,
51,,,,,,295,7366,40,8,,125,125,125,1,
51,,,,,,286,7366,40,8,,100,100,100,1,
51,,,,,,277,7366,40,8,,75,75,75,1,
51,,,,,,268,7366,40,8,,50,50,50,1,
51,,,,,,331,7406,35,8,,225,225,225,1,
51,,,,,,322,7406,35,8,,200,200,200,1,
51,,,,,,313,7406,35,8,,175,175,175,1,
51,,,,,,304,7406,35,8,,150,150,150,1,
51,,,,,,295,7406,35,8,,125,125,125,1,
51,,,,,,286,7406,35,8,,100,100,100,1,
51,,,,,,277,7406,35,8,,75,75,75,1,
51,,,,,,268,7406,35,8,,50,50,50,1,
71,,,,,,626,7429,11,8,,255,255,80,3,
11,,,,,,51,7446,2,1386,,0,0,0,1,
13,,,,,,200,7567,3,1236,,0,0,255,1,
12,,,,,,200,7689,1,1236,,0,0,255,1,
12,,,,,,200,7692,1,1236,,0,0,255,1,
13,,,,,,200,7812,3,1236,,0,0,255,1,
11,,,,,,51,7934,3,1386,,0,0,0,1,
42,,,,,,,7446,491,,,16,4,,1,
41,151,231,,,,191,7450,120,40,,16,1,58,1,0.258620689655172
41,151,231,,,,191,7572,120,40,,16,2,58,1,0.258620689655172
41,151,231,,,,191,7695,120,40,,16,3,58,1,0.258620689655172
41,151,231,,,,191,7817,120,40,,16,4,58,1,0.258620689655172
31,,,,,,51,7450,482,50,,255,255,255,1,16 of 71
32,,,,,,101,7450,482,50,,255,255,255,1,4 / 4
33,,,,,,151,7450,482,50,,250,250,100,1,D
39,,,,,,1,7450,1000,50,,255,255,255,1, Song Title 
51,,,,,,331,7450,35,8,,225,225,225,1,
51,,,,,,322,7450,35,8,,200,200,200,1,
51,,,,,,313,7450,35,8,,175,175,175,1,
51,,,,,,304,7450,35,8,,150,150,150,1,
51,,,,,,295,7450,35,8,,125,125,125,1,
51,,,,,,286,7450,35,8,,100,100,100,1,
51,,,,,,331,7490,35,8,,225,225,225,1,
51,,,,,,322,7490,35,8,,200,200,200,1,
51,,,,,,313,7490,35,8,,175,175,175,1,
51,,,,,,304,7490,35,8,,150,150,150,1,
51,,,,,,295,7490,35,8,,125,125,125,1,
51,,,,,,286,7490,35,8,,100,100,100,1,
51,,,,,,331,7530,40,8,,225,225,225,1,
51,,,,,,322,7530,40,8,,200,200,200,1,
51,,,,,,313,7530,40,8,,175,175,175,1,
51,,,,,,304,7530,40,8,,150,150,150,1,
51,,,,,,295,7530,40,8,,125,125,125,1,
51,,,,,,286,7530,40,8,,100,100,100,1,
51,,,,,,331,7572,40,8,,225,225,225,1,
51,,,,,,322,7572,40,8,,200,200,200,1,
51,,,,,,313,7572,40,8,,175,175,175,1,
51,,,,,,304,7572,40,8,,150,150,150,1,
51,,,,,,331,7612,40,8,,225,225,225,1,
51,,,,,,322,7612,40,8,,200,200,200,1,
51,,,,,,313,7612,40,8,,175,175,175,1,
51,,,,,,304,7612,40,8,,150,150,150,1,
51,,,,,,331,7652,35,8,,225,225,225,1,
51,,,,,,322,7652,35,8,,200,200,200,1,
51,,,,,,313,7652,35,8,,175,175,175,1,
51,,,,,,304,7652,35,8,,150,150,150,1,
51,,,,,,331,7695,40,8,,225,225,225,1,
51,,,,,,322,7695,40,8,,200,200,200,1,
51,,,,,,313,7695,40,8,,175,175,175,1,
51,,,,,,331,7735,35,8,,225,225,225,1,
51,,,,,,322,7735,35,8,,200,200,200,1,
51,,,,,,313,7735,35,8,,175,175,175,1,
51,,,,,,331,7775,40,8,,225,225,225,1,
51,,,,,,322,7775,40,8,,200,200,200,1,
51,,,,,,313,7775,40,8,,175,175,175,1,
51,,,,,,331,7817,40,8,,225,225,225,1,
51,,,,,,322,7817,40,8,,200,200,200,1,
51,,,,,,331,7857,40,8,,225,225,225,1,
51,,,,,,322,7857,40,8,,200,200,200,1,
51,,,,,,331,7897,35,8,,225,225,225,1,
51,,,,,,322,7897,35,8,,200,200,200,1,
11,,,,,,51,7937,2,1386,,0,0,0,1,
13,,,,,,200,8058,3,1236,,0,0,255,1,
12,,,,,,200,8180,1,1236,,0,0,255,1,
12,,,,,,200,8183,1,1236,,0,0,255,1,
13,,,,,,200,8303,3,1236,,0,0,255,1,
11,,,,,,51,8425,3,1386,,0,0,0,1,
42,,,,,,,7937,491,,,17,4,,1,
41,151,231,,,,191,7941,120,40,,17,1,58,1,0.258620689655172
41,151,231,,,,191,8063,120,40,,17,2,58,1,0.258620689655172
41,151,231,,,,191,8186,120,40,,17,3,58,1,0.258620689655172
41,151,231,,,,191,8308,120,40,,17,4,58,1,0.258620689655172
31,,,,,,51,7941,482,50,,255,255,255,1,17 of 71
32,,,,,,101,7941,482,50,,255,255,255,1,4 / 4
33,,,,,,151,7941,482,50,,250,250,100,1,D
39,,,,,,1,7941,1000,50,,255,255,255,1, Song Title 
51,,,,,,331,7941,35,8,,225,225,225,1,
51,,,,,,322,7941,35,8,,200,200,200,1,
51,,,,,,313,7941,35,8,,175,175,175,1,
51,,,,,,304,7941,35,8,,150,150,150,1,
51,,,,,,295,7941,35,8,,125,125,125,1,
51,,,,,,331,7981,35,8,,225,225,225,1,
51,,,,,,322,7981,35,8,,200,200,200,1,
51,,,,,,313,7981,35,8,,175,175,175,1,
51,,,,,,304,7981,35,8,,150,150,150,1,
51,,,,,,295,7981,35,8,,125,125,125,1,
51,,,,,,331,8021,40,8,,225,225,225,1,
51,,,,,,322,8021,40,8,,200,200,200,1,
51,,,,,,313,8021,40,8,,175,175,175,1,
51,,,,,,304,8021,40,8,,150,150,150,1,
51,,,,,,295,8021,40,8,,125,125,125,1,
51,,,,,,331,8063,40,8,,225,225,225,1,
51,,,,,,322,8063,40,8,,200,200,200,1,
51,,,,,,313,8063,40,8,,175,175,175,1,
51,,,,,,304,8063,40,8,,150,150,150,1,
51,,,,,,295,8063,40,8,,125,125,125,1,
51,,,,,,331,8103,40,8,,225,225,225,1,
51,,,,,,322,8103,40,8,,200,200,200,1,
51,,,,,,313,8103,40,8,,175,175,175,1,
51,,,,,,304,8103,40,8,,150,150,150,1,
51,,,,,,295,8103,40,8,,125,125,125,1,
51,,,,,,331,8143,35,8,,225,225,225,1,
51,,,,,,322,8143,35,8,,200,200,200,1,
51,,,,,,313,8143,35,8,,175,175,175,1,
51,,,,,,304,8143,35,8,,150,150,150,1,
51,,,,,,295,8143,35,8,,125,125,125,1,
51,,,,,,331,8186,120,8,,225,225,225,1,
51,,,,,,322,8186,120,8,,200,200,200,1,
51,,,,,,313,8186,120,8,,175,175,175,1,
